last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Gushue, Taylor,656494,1,36.8,0.0,87.1,87.1,87.1,,316,316,,,0.0,0.0,,0.0,0.0
Gray, Jon,592351,18,20.5,27.8,104.1,87.1,89.7,86.9,342,162,,5,6.3,27.8,,0.0,0.0
Bart, Joey,663698,4,25.7,50.0,102.2,87.1,75.4,102.2,227,154,,2,22.2,50.0,,0.0,0.0
González, Luis,670768,6,16.1,33.3,101.2,86.9,94.1,72.6,358,194,,3,15.0,50.0,,0.0,0.0
Freeland, Kyle,607536,21,15.6,19.0,105.2,86.9,84.7,91.2,365,195,,3,5.3,14.3,,0.0,0.0
Goudeau, Ashton,623485,2,12.1,50.0,92.8,86.9,92.8,80.9,315,207,,,0.0,0.0,,0.0,0.0
Keller, Mitch,656605,16,-34.1,25.0,106.2,86.8,97.2,83.7,272,57,,5,11.4,31.3,,0.0,0.0
Muller, Kyle,666205,5,-24.1,0.0,96.7,86.7,,86.7,98,29,,1,3.7,20.0,,0.0,0.0
Fowler, Dexter,451594,14,23.8,42.9,102.1,86.7,86.9,89.7,344,183,,6,13.3,42.9,,0.0,0.0
Rivero, Sebastian,665861,25,13,28.0,105.4,86.6,91.8,83.7,370,157,,6,6.8,24.0,,0.0,0.0
Gray, Josiah,680686,11,-5.6,27.3,101.3,86.3,87.7,85.6,283,96,,4,11.8,36.4,,0.0,0.0
Cimber, Adam,643256,1,19.9,100.0,86.3,86.3,86.3,,280,280,,,0.0,0.0,,0.0,0.0
Pérez, Hernán,541650,9,2.4,22.2,106.4,86.3,96,78.5,364,143,,3,6.5,33.3,,0.0,0.0
Hernandez, Elieser,622694,11,-6.5,27.3,97,86.3,85.2,86.8,291,111,,1,4.2,9.1,,0.0,0.0
Hager, Jake,606993,12,5.8,50.0,99.3,86.2,89.9,81.1,335,172,,2,3.6,16.7,,0.0,0.0
Thaiss, Matt,642136,6,19.9,33.3,110,86.2,92.1,83.8,295,138,,1,7.7,16.7,,0.0,0.0
Miley, Wade,489119,43,1.7,27.9,104.8,86.2,85.4,87,372,118,,11,11.0,25.6,,0.0,0.0
Effross, Scott,664123,1,34,0.0,86.2,86.2,86.2,,303,303,,,0.0,0.0,,0.0,0.0
Burns, Andy,542992,10,7.5,50.0,104.2,86.1,93.1,81.4,347,137,,2,7.7,20.0,,0.0,0.0
Thompson, Keegan,624522,5,-4.1,20.0,93.6,86.1,78.7,89.8,228,82,,,0.0,0.0,,0.0,0.0
Giambrone, Trent,623508,9,1.6,0.0,100,86,89.2,84.5,334,120,,3,11.5,33.3,,0.0,0.0
Valera, Breyvic,591971,77,15.3,33.8,104.8,86,89,83.5,358,166,358,15,10.1,19.5,,0.0,0.0
Wilson, Bryse,669060,15,-13,13.3,103.6,86,87.3,85.7,234,65,,4,17.4,26.7,,0.0,0.0
Gallagher, Cam,595956,95,14.5,35.8,106.7,85.9,87.1,86.4,390,162,390,26,12.0,27.4,,0.0,0.0
Allard, Kolby,663465,1,63.5,0.0,85.9,85.9,,,163,163,,,0.0,0.0,,0.0,0.0
Nola, Aaron,605400,28,-4,28.6,100.8,85.8,88.6,84.1,369,129,,3,4.5,10.7,,0.0,0.0
Weaver, Luke,596133,9,-2.1,33.3,91.7,85.8,85.3,86.2,309,107,,,0.0,0.0,,0.0,0.0
Martin, Richie,621006,72,8.3,30.6,104.4,85.8,86.7,87.9,320,133,320,21,9.5,29.2,,0.0,0.0
Buehler, Walker,621111,32,-7.6,12.5,104.4,85.7,94.3,84.6,364,97,,8,7.0,25.0,,0.0,0.0
De León, José,592254,3,6.7,33.3,87.7,85.7,83.7,87.7,251,133,,,0.0,0.0,,0.0,0.0
Blandino, Alex,607468,42,13.6,33.3,107.2,85.4,88.9,85.5,375,159,,13,10.3,31.0,,0.0,0.0
Corbin, Patrick,571578,36,1.1,8.3,107.3,85.4,75.8,88.8,273,78,,7,6.6,19.4,,0.0,0.0
Payton, Mark,592622,15,12.4,26.7,101.8,85.1,90.4,77.3,365,173,,5,12.5,33.3,,0.0,0.0
Muñoz, Yairo,622168,9,18,33.3,99.8,85.1,87.5,81.6,326,163,,2,9.1,22.2,,0.0,0.0
Marcano, Tucupita,672779,35,-0.9,20.0,104.4,85.1,88,83.6,372,112,,11,14.3,31.4,,0.0,0.0
Ciuffo, Nick,624419,4,23.8,50.0,97.8,85,93.8,76.1,348,179,,2,14.3,50.0,,0.0,0.0
Darvish, Yu,506433,29,-11.9,24.1,107.3,85,93,81.7,364,89,,11,12.5,37.9,,0.0,0.0
Wilkerson, Stevie,592859,42,4.5,33.3,103,85,90.3,81.4,350,129,,10,6.9,23.8,,0.0,0.0
Butera, Drew,460077,20,18.9,45.0,99.6,84.9,86.1,82.1,382,206,,2,2.6,10.0,,0.0,0.0
Riddle, JT,595375,6,0.6,16.7,102.1,84.8,66.8,88.4,198,79,,2,15.4,33.3,,0.0,0.0
Lopez, Alejo,664670,18,4.7,33.3,96.6,84.8,82.5,86.3,315,126,,3,6.3,16.7,,0.0,0.0
Stubbs, Garrett,596117,29,13.9,13.8,102.1,84.8,93.6,84.8,370,103,,7,12.5,24.1,,0.0,0.0
Heath, Nick,670084,20,17.2,35.0,105.8,84.8,89,81.4,341,169,,6,8.2,30.0,,0.0,0.0
Velasquez, Vince,592826,19,8.2,21.1,104.9,84.7,93,83.3,361,124,,6,13.3,31.6,,0.0,0.0
Maeda, Kenta,628317,3,32.1,0.0,102.9,84.7,,102.9,131,102,,1,16.7,33.3,,0.0,0.0
deGrom, Jacob,594798,24,1.1,41.7,105.6,84.7,86.5,82.5,293,127,,4,6.6,16.7,,0.0,0.0
Williams, Luke,663897,75,3.2,24.0,106.9,84.7,85.3,85.9,377,119,377,19,10.1,25.3,,0.0,0.0
Carrasco, Carlos,471911,9,-13.8,0.0,89.9,84.5,,84.5,113,34,,,0.0,0.0,,0.0,0.0
Harrison, Monte,656509,8,0.7,25.0,106.4,84.5,99,83.8,349,120,,3,15.8,37.5,,0.0,0.0
Kuhl, Chad,641771,12,-18.9,8.3,104.1,84.5,71.5,86.4,214,40,,4,11.8,33.3,,0.0,0.0
Haseley, Adam,656514,17,8,35.3,104.3,84.4,91.3,74.9,320,167,,3,6.7,17.6,,0.0,0.0
Price, David,456034,15,-19,20.0,105,84.4,97.4,77.9,349,116,,5,18.5,33.3,,0.0,0.0
Gomber, Austin,596295,28,9.2,21.4,105.3,84.1,89,83.7,354,137,,3,4.7,10.7,,0.0,0.0
Garrett, Braxton,666129,7,-5.1,28.6,101.2,84,79.7,87.3,241,93,,1,5.9,14.3,,0.0,0.0
Stokes Jr., Troy,657011,13,15.6,30.8,103.1,84,90.2,74.1,349,181,,4,11.1,30.8,,0.0,0.0
Bruce, Jay,457803,21,8.5,38.1,105.6,84,89.7,79.8,354,165,354,4,5.0,19.0,,0.0,0.0
Kozma, Pete,518902,7,19.7,14.3,102.5,84,87.2,82.1,215,135,,2,10.0,28.6,,0.0,0.0
Suárez, Ranger,624133,16,5.9,25.0,100.2,83.9,83.7,84.1,357,182,,1,2.9,6.3,,0.0,0.0
Campbell, Eric,493472,10,13.7,40.0,105.4,83.9,87,79.1,351,183,,2,9.5,20.0,,0.0,0.0
Marchan, Rafael,665561,42,17.5,26.2,103,83.8,86.9,86,396,156,396,8,9.1,19.0,,0.0,0.0
Amburgey, Trey,664011,2,-29.7,0.0,94.5,83.7,,83.7,4,4,,,0.0,0.0,,0.0,0.0
Ober, Bailey,641927,2,-14.1,50.0,94.1,83.7,73.3,94.1,194,98,,,0.0,0.0,,0.0,0.0
Devers, José,672701,31,8.7,32.3,106,83.7,87,84.1,342,138,,8,8.0,25.8,,0.0,0.0
Wheeler, Zack,554430,34,-2.6,26.5,109.3,83.7,86.3,81.7,357,123,,5,4.0,14.7,,0.0,0.0
De Jong, Chase,608328,10,1.2,20.0,102.5,83.6,102.5,78.5,310,96,,1,5.0,10.0,,0.0,0.0
Lynn, Lance,458681,2,6.5,50.0,94.1,83.6,73.1,94.1,197,108,,,0.0,0.0,,0.0,0.0
McBroom, Ryan,643436,2,6.1,50.0,91.6,83.5,,83.5,136,103,,,0.0,0.0,,0.0,0.0
Snell, Blake,605483,20,-13,25.0,98.9,83.5,90.2,79.5,345,99,,3,5.5,15.0,,0.0,0.0
De Goti, Alex,621008,4,19.9,50.0,96.7,83.3,78.9,96.7,294,204,,1,7.7,25.0,,0.0,0.0
Jay, Jon,445055,12,4,25.0,103.1,83.2,83.9,83,276,93,,1,2.9,8.3,,0.0,0.0
Bemboom, Anthony,621532,17,1.9,29.4,100.1,83.1,85.1,81.5,367,134,,2,4.3,11.8,,0.0,0.0
Gausman, Kevin,592332,29,-5.4,17.2,94.9,83.1,82.9,83.2,276,83,,,0.0,0.0,,0.0,0.0
Banda, Anthony,607455,1,2.3,0.0,83.1,83.1,,83.1,62,62,,,0.0,0.0,,0.0,0.0
Fargas, Johneshwy,641561,38,6.8,34.2,103.6,83.1,85.1,84.8,355,129,,9,8.6,23.7,,0.0,0.0
Eflin, Zach,621107,20,-1,10.0,107.1,82.9,79.9,86.2,315,68,,3,4.3,15.0,,0.0,0.0
Marté, Luis,606336,4,39.6,25.0,88.8,82.9,88.8,77.1,275,149,,,0.0,0.0,,0.0,0.0
Woodruff, Brandon,605540,27,6.6,25.9,100.6,82.9,87,80.7,335,132,,3,3.1,11.1,,0.0,0.0
Williams, Trevor,592866,18,-14.6,11.1,99.5,82.8,88.2,81.6,302,67,,4,11.1,22.2,,0.0,0.0
Musgrove, Joe,605397,33,5.1,18.2,108.6,82.8,87.8,81.2,322,112,,6,6.0,18.2,,0.0,0.0
Walker, Taijuan,592836,20,-9.7,25.0,105.6,82.6,90.3,78.8,240,82,,4,5.2,20.0,,0.0,0.0
Brantly, Rob,542963,16,17.6,12.5,103.2,82.6,85.6,82.7,345,142,,2,4.2,12.5,,0.0,0.0
Davies, Zach,605200,36,8.7,22.2,97,82.6,85.6,81.6,332,131,,1,1.9,2.8,,0.0,0.0
Anderson, Ian,666120,11,-8.9,27.3,100.3,82.6,80.4,83.4,321,87,,2,3.1,18.2,,0.0,0.0
Wolters, Tony,547172,13,6.2,23.1,100,82.5,81.9,83,275,126,,2,4.7,15.4,,0.0,0.0
Deichmann, Greg,656364,16,28.5,37.5,102.6,82.4,85.3,77.1,354,200,,2,2.8,12.5,,0.0,0.0
Gonsolin, Tony,664062,10,-21.4,20.0,103.2,82.4,98.1,77.9,345,82,,2,5.9,20.0,,0.0,0.0
Higgins, P.J.,664731,15,12.1,13.3,103.6,82.4,88.2,81.5,303,130,,2,4.0,13.3,,0.0,0.0
Ross, Joe,605452,23,-1.5,26.1,101.2,82.3,83.2,81.7,313,121,,3,4.7,13.0,,0.0,0.0
Sierra, Magneuris,642423,160,7.7,26.3,103.1,82.3,83.2,85,349,126,,30,7.1,18.8,,0.0,0.0
Fletcher, David,664058,573,8.4,30.4,107.9,82.3,83.3,83.8,377,133,369,90,8.8,15.7,,0.0,0.0
Peralta, Freddy,642547,22,-8.7,27.3,100.2,82.3,81.2,82.6,239,77,,4,6.3,18.2,,0.0,0.0
Alzolay, Adbert,640470,19,-24.9,5.3,102.4,82,91.7,83.3,307,30,,1,2.3,5.3,,0.0,0.0
Camargo, Johan,622666,10,3.1,10.0,99,82,92.6,76.3,352,120,,3,10.3,30.0,,0.0,0.0
Oliva, Jared,666931,30,4,16.7,103.7,82,82.3,82.7,355,104,,6,7.1,20.0,,0.0,0.0
Chacín, Jhoulys,468504,5,-16.7,20.0,101.8,81.6,79.1,82.4,285,78,,1,9.1,20.0,,0.0,0.0
Brubaker, JT,664141,24,-13.3,4.2,97,81.5,93.1,80.7,367,55,,3,6.4,12.5,,0.0,0.0
Hendricks, Kyle,543294,33,-0.6,15.2,100.6,81.3,85.4,79.3,303,98,,4,5.4,12.1,,0.0,0.0
Fairchild, Stuart,656413,12,12.9,33.3,106,81.3,85.5,75.3,329,161,,2,6.7,16.7,,0.0,0.0
Garcia, Luis,677651,5,-35.3,0.0,91.5,81.3,,81.3,15,7,,,0.0,0.0,,0.0,0.0
Sanchez, Adrián,506703,31,12.2,29.0,104.9,81,86,79.1,353,133,,6,8.6,19.4,,0.0,0.0
Morton, Charlie,450203,31,3.7,25.8,97.4,80.8,82.7,80.6,376,141,,2,2.2,6.5,,0.0,0.0
Rogers, Trevor,669432,18,-17.6,11.1,103.8,80.7,93.8,76,314,70,,2,2.8,11.1,,0.0,0.0
Bieber, Shane,669456,3,10.2,0.0,88.7,80.6,88.7,72.4,263,134,,,0.0,0.0,,0.0,0.0
Peterson, David,656849,9,-25.4,11.1,103,80.5,103,76,364,66,,3,9.4,33.3,,0.0,0.0
Romine, Andrew,461865,36,7.1,36.1,101.8,80.5,85.7,75.7,365,146,365,6,4.4,16.7,,0.0,0.0
Bruján, Vidal,660644,18,4.8,22.2,107,80.5,82.8,81.5,355,129,,3,5.5,16.7,,0.0,0.0
Whitlock, Garrett,676477,1,15.7,100.0,80.2,80.2,80.2,,213,213,,,0.0,0.0,,0.0,0.0
Miller, Brian,675649,8,10,25.0,103.8,80.1,82,77.6,266,152,,1,3.4,12.5,,0.0,0.0
Cobb, Alex,502171,1,34.3,0.0,80.1,80.1,80.1,,302,302,,,0.0,0.0,,0.0,0.0
Freeman, Mike,502273,39,11.1,30.8,103.6,80.1,83.8,75.9,322,137,,7,5.7,17.9,,0.0,0.0
Stroman, Marcus,573186,30,-2.9,26.7,100.2,80,89,75.6,349,107,,4,4.8,13.3,,0.0,0.0
Burnes, Corbin,669203,30,-13.3,23.3,97,80,85.5,79.4,353,72,,5,5.6,16.7,,0.0,0.0
Senzatela, Antonio,622608,32,-4.2,12.5,100.9,79.8,88.6,74.9,372,131,,3,3.6,9.4,,0.0,0.0
Clarke, Taylor,664199,1,1,0.0,79.8,79.8,,79.8,54,54,,,0.0,0.0,,0.0,0.0
Kershaw, Clayton,477132,27,-8.3,33.3,101.8,79.6,87.2,75.1,300,101,,4,4.8,14.8,,0.0,0.0
Flexen, Chris,623167,3,48.9,33.3,93,79.6,83.7,,310,167,,,0.0,0.0,,0.0,0.0
Martínez, Carlos,593372,10,-16.8,20.0,105.4,79.5,86.3,76.1,304,108,,1,2.0,10.0,,0.0,0.0
Gutierrez, Vladimir,661269,26,-0.1,7.7,99.5,79.5,88.2,79,300,99,,5,8.3,19.2,,0.0,0.0
Peacock, Matt,676840,12,-11.3,16.7,102.9,79.4,80.2,79.1,298,91,,3,10.3,25.0,,0.0,0.0
Gant, John,607231,10,14.1,20.0,99.2,79.2,94.6,64.6,299,155,,1,4.5,10.0,,0.0,0.0
Hoffman, Jeff,656546,13,6.1,30.8,107.7,79,88.1,57.8,320,184,,3,12.5,23.1,,0.0,0.0
Mejía, Humberto,650668,6,1.1,50.0,96.7,79,91.4,60.4,335,189,,1,5.9,16.7,,0.0,0.0
Bauer, Trevor,545333,22,-9.9,27.3,92.1,78.9,84,75.8,347,104,,,0.0,0.0,,0.0,0.0
Long, Sam,669674,7,-16.1,28.6,100.6,78.6,80.1,77.9,249,77,,1,7.1,14.3,,0.0,0.0
Marrero, Deven,571918,10,25.8,40.0,95.6,78.5,86.9,73.4,356,173,356,1,2.4,10.0,,0.0,0.0
Smyly, Drew,592767,24,-2.5,16.7,103.3,78.5,79.5,80,297,80,,2,2.6,8.3,,0.0,0.0
Campbell, Paul,669294,3,-30.5,0.0,85,78.3,,78.3,9,5,,,0.0,0.0,,0.0,0.0
Gray, Sonny,543243,32,-9,12.5,99,77.7,75.6,79.3,326,65,,1,1.6,3.1,,0.0,0.0
Alcantara, Sandy,645261,15,-37.5,20.0,95.2,77.6,90.8,73.2,375,78,,1,1.3,6.7,,0.0,0.0
Widener, Taylor,642203,6,-10,0.0,87,77.4,,77.4,63,27,,,0.0,0.0,,0.0,0.0
Arrieta, Jake,453562,11,10.5,27.3,97.3,77.4,82.3,79.5,303,94,,2,6.1,18.2,,0.0,0.0
Kim, Kwang Hyun,547942,19,-11.4,21.1,99.9,77.4,86.7,74,344,91,,2,4.7,10.5,,0.0,0.0
Fedde, Erick,607200,28,-4.6,7.1,103.6,76.9,70.3,80.5,321,71,,4,5.8,14.3,,0.0,0.0
Kelly, Merrill,518876,27,-3.6,11.1,101.6,76.4,80.7,75.3,303,65,,4,5.6,14.8,,0.0,0.0
Castillo, Erick,602080,7,-12.2,14.3,102.9,76.3,80,75.7,252,65,,1,5.3,14.3,,0.0,0.0
Quintana, José,500779,1,3.9,0.0,76.2,76.2,,76.2,80,80,,,0.0,0.0,,0.0,0.0
Cueto, Johnny,456501,25,-11.2,8.0,97.6,75.9,71.4,77.3,225,66,,1,1.9,4.0,,0.0,0.0
Poteet, Cody,547001,8,-37.8,12.5,97.8,75.4,97.6,71.7,157,28,,3,13.6,37.5,,0.0,0.0
Curtiss, John,595928,2,-44.4,0.0,75.1,75.1,,75.1,3,3,,,0.0,0.0,,0.0,0.0
Guerra, Junior,448855,1,5.8,0.0,74.9,74.9,,74.9,97,97,,,0.0,0.0,,0.0,0.0
Elledge, Seth,676220,2,-13.9,0.0,91.2,74.8,,74.8,17,15,,,0.0,0.0,,0.0,0.0
Bonifacio, Jorge,593528,5,12.8,20.0,101.4,74.6,92.9,47.1,338,157,,1,4.2,20.0,,0.0,0.0
Diaz, Miguel,622766,2,-26,0.0,75.2,74.5,,74.5,39,21,,,0.0,0.0,,0.0,0.0
Smith, Caleb,592761,9,-16.8,22.2,95.7,74.2,90,63.7,373,123,,1,3.0,11.1,,0.0,0.0
Arteaga, Humberto,600858,4,-2.2,25.0,84.5,73.5,83.8,63.2,308,154,,,0.0,0.0,,0.0,0.0
Cahill, Trevor,502239,5,35.8,40.0,88.3,73.5,79.7,71.5,331,175,,,0.0,0.0,,0.0,0.0
Voth, Austin,608723,1,3.1,0.0,72.6,72.6,,72.6,60,60,,,0.0,0.0,,0.0,0.0
Kingery, Scott,664068,7,23.8,28.6,88.7,72.5,70.2,78.4,278,164,,,0.0,0.0,,0.0,0.0
Uceta, Edwin,670955,3,-57.6,0.0,83.7,72,,72,10,5,,,0.0,0.0,,0.0,0.0
Rasmussen, Drew,656876,3,0.1,0.0,104.8,71.5,66.5,73.9,216,122,,1,12.5,33.3,,0.0,0.0
Anderson, Brett,474463,16,-0.7,18.8,88.5,71,79.8,67.6,312,90,,,0.0,0.0,,0.0,0.0
Frankoff, Seth,571676,1,-52.5,0.0,70.4,70.4,,70.4,3,3,,,0.0,0.0,,0.0,0.0
Eovaldi, Nathan,543135,1,-37.5,0.0,70.3,70.3,,70.3,4,4,,,0.0,0.0,,0.0,0.0
Tovar, Wilfredo,541600,7,-14.4,28.6,92.6,69.7,84.1,64.4,264,98,,,0.0,0.0,,0.0,0.0
Crismatt, Nabil,622503,5,-38.4,0.0,77.7,68.5,,68.5,15,6,,,0.0,0.0,,0.0,0.0
Abbott, Cory,676265,2,-29.8,0.0,72.6,68.4,,68.4,33,18,,,0.0,0.0,,0.0,0.0
Hill, Rich,448179,16,-24.9,18.8,78.2,68.3,78.2,67,279,43,,,0.0,0.0,,0.0,0.0
Fulmer, Carson,608334,2,-36.9,0.0,82.8,67.4,,67.4,5,3,,,0.0,0.0,,0.0,0.0
Overton, Connor,656818,1,52.2,0.0,66.8,66.8,66.8,,193,193,,,0.0,0.0,,0.0,0.0
Hudson, Dakota,641712,1,-58.7,0.0,66.3,66.3,,66.3,2,2,,,0.0,0.0,,0.0,0.0
Cortes, Nestor,641482,1,3.9,0.0,65.2,65.2,,65.2,58,58,,,0.0,0.0,,0.0,0.0
Gilbert, Tyler,656457,5,-54.6,0.0,71.5,64.9,,64.9,4,3,,,0.0,0.0,,0.0,0.0
Stammen, Craig,489334,4,25.4,25.0,61.6,61.6,61.6,,181,181,,,0.0,0.0,,0.0,0.0
Eshelman, Thomas,664045,1,-77.1,0.0,57.3,57.3,,57.3,4,4,,,0.0,0.0,,0.0,0.0
Eickhoff, Jerad,595191,8,-52.6,12.5,70.8,51.5,,51.5,7,4,,,0.0,0.0,,0.0,0.0
Lowe, Josh,666139,1,-62.7,0.0,43.3,43.3,,43.3,3,3,,,0.0,0.0,,0.0,0.0
Antone, Tejay,622088,1,28.5,100.0,20.3,20.3,,20.3,30,30,,,0.0,0.0,,0.0,0.0
Alexander, Tyler,641302,1,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0
